(1, 1.600012183189392e-06)
(2, 3.0999071896076202e-06)
(3, 3.4999102354049683e-06)
(4, 3.899913281202316e-06)
(5, 4.1997991502285e-06)
(6, 4.599802196025848e-06)
(7, 4.899920895695686e-06)
(8, 5.19980676472187e-06)
(9, 5.5998098105192184e-06)
(10, 5.899928510189056e-06)
(11, 6.200047209858894e-06)
(12, 6.500165909528732e-06)
(13, 7.000286132097244e-06)
(14, 7.80029222369194e-06)
(15, 8.000293746590614e-06)
(16, 8.500413969159126e-06)
(17, 9.200302883982658e-06)
(18, 9.500421583652496e-06)
(19, 1.0000308975577354e-05)
(20, 1.0600313544273376e-05)
(21, 1.1000316590070724e-05)
(22, 1.1300435289740562e-05)
(23, 1.1800555512309074e-05)
(24, 1.2400560081005096e-05)
(25, 1.3200566172599792e-05)
(26, 1.360056921839714e-05)
(27, 1.4100689440965652e-05)
(28, 1.4700694009661674e-05)
(29, 1.5200581401586533e-05)
(30, 1.5500467270612717e-05)
(31, 1.610047183930874e-05)
(32, 1.680036075413227e-05)
(33, 1.720036379992962e-05)
(34, 1.7700251191854477e-05)
(35, 1.8400372937321663e-05)
(36, 1.8800143152475357e-05)
(37, 1.9200146198272705e-05)
(38, 1.9600149244070053e-05)
(39, 2.00001522898674e-05)
(40, 2.040015533566475e-05)
(41, 2.1200161427259445e-05)
(42, 2.1600164473056793e-05)
(43, 2.240017056465149e-05)
(44, 2.330029383301735e-05)
(45, 2.440018579363823e-05)
(46, 2.4800188839435577e-05)
(47, 2.5600194931030273e-05)
(48, 2.6300083845853806e-05)
(49, 2.6799971237778664e-05)
(50, 2.7399975806474686e-05)
(51, 2.7900096029043198e-05)
(52, 2.8300099074840546e-05)
(53, 2.8800219297409058e-05)
(54, 2.9200222343206406e-05)
(55, 2.9600225389003754e-05)
(56, 3.0100345611572266e-05)
(57, 3.0600233003497124e-05)
(58, 3.1100353226065636e-05)
(59, 3.1600240617990494e-05)
(60, 3.200024366378784e-05)
(61, 3.240024670958519e-05)
(62, 3.280024975538254e-05)
(63, 3.3100368455052376e-05)
(64, 3.3500371500849724e-05)
(65, 3.390037454664707e-05)
(66, 3.4400494769215584e-05)
(67, 3.530038520693779e-05)
(68, 3.6500394344329834e-05)
(69, 3.730040043592453e-05)
(70, 3.8300175219774246e-05)
(71, 4.0700193494558334e-05)
(72, 4.510022699832916e-05)
(73, 4.550023004412651e-05)
(74, 4.650023765861988e-05)
(75, 4.71002422273159e-05)
(76, 4.7900015488266945e-05)
(77, 4.830001853406429e-05)
(78, 4.8800138756632805e-05)
(79, 4.910002462565899e-05)
(80, 4.959991201758385e-05)
(81, 5.129980854690075e-05)
(82, 5.249981768429279e-05)
(83, 5.299970507621765e-05)
(84, 5.3599709644913673e-05)
(85, 5.4299598559737206e-05)
(86, 5.489960312843323e-05)
(87, 5.5299606174230576e-05)
(88, 5.5699609220027924e-05)
(89, 5.609961226582527e-05)
(90, 5.649961531162262e-05)
(91, 5.689961835741997e-05)
(92, 5.7399505749344826e-05)
(93, 5.799951031804085e-05)
(94, 5.849963054060936e-05)
(95, 5.939975380897522e-05)
(96, 5.979975685477257e-05)
(97, 6.0199759900569916e-05)
(98, 6.08998816460371e-05)
(99, 6.140000186860561e-05)
(100, 6.16998877376318e-05)
(101, 6.209989078342915e-05)
(102, 6.24998938292265e-05)
