(1, 1.800013706088066e-06)
(2, 1.950073055922985e-06)
(3, 2.1000547955433526e-06)
(4, 1.9000144675374031e-06)
(5, 1.859990879893303e-06)
(6, 1.8333472932378452e-06)
(7, 1.785744513784136e-06)
(8, 1.7125275917351246e-06)
(9, 1.6889276189936531e-06)
(10, 1.6400357708334922e-06)
(11, 1.7273070460016078e-06)
(12, 1.7166991407672565e-06)
(13, 1.7307913647248195e-06)
(14, 1.7500216407435282e-06)
(15, 1.740021010239919e-06)
(16, 1.6937701730057597e-06)
(17, 1.6764902016695807e-06)
(18, 1.6833526185817188e-06)
(19, 1.6789662798768596e-06)
(20, 1.6650184988975524e-06)
(21, 1.7142987677029202e-06)
(22, 1.6863817687739025e-06)
(23, 1.678283771742945e-06)
(24, 1.670850906521082e-06)
(25, 1.664021983742714e-06)
(26, 1.6500170414264385e-06)
(27, 1.6407575458288193e-06)
(28, 1.6357267408498695e-06)
(29, 1.6655259091278603e-06)
(30, 1.650008683403333e-06)
(31, 1.6516179687553837e-06)
(32, 1.6500052879564464e-06)
(33, 1.6575777959642988e-06)
(34, 1.7088262692970387e-06)
(35, 1.7114316246339254e-06)
(36, 1.708336640149355e-06)
(37, 1.697297635916117e-06)
(38, 1.6973721549699182e-06)
(39, 1.6897475012601951e-06)
(40, 1.680001150816679e-06)
(41, 1.6682940285380293e-06)
(42, 1.6809540933796337e-06)
(43, 1.6720976333978565e-06)
(44, 1.6704593277113005e-06)
(45, 1.6666690094603433e-06)
(46, 1.658700689997362e-06)
(47, 1.6595771972169268e-06)
(48, 1.6520886371533077e-06)
(49, 1.642862524913282e-06)
(50, 1.6380054876208306e-06)
(51, 1.6313758404815899e-06)
(52, 1.6250011797707814e-06)
(53, 1.6188714653253555e-06)
(54, 1.6092650454353403e-06)
(55, 1.6072807325558228e-06)
(56, 1.601791674537318e-06)
(57, 1.5964992997939127e-06)
(58, 1.5913894207313143e-06)
(59, 1.586452757908126e-06)
(60, 1.5766786721845469e-06)
(61, 1.5688624965851425e-06)
(62, 1.5629132488562214e-06)
(63, 1.557152866134568e-06)
(64, 1.5609439287800342e-06)
(65, 1.612312805194121e-06)
(66, 1.6060657799243927e-06)
(67, 1.6014995192413899e-06)
(68, 1.5941263614770243e-06)
(69, 1.586963544073312e-06)
(70, 1.5828658693603108e-06)
(71, 1.5831040874333448e-06)
(72, 1.5791738405823708e-06)
(73, 1.5767195504413891e-06)
(74, 1.5824397623136236e-06)
(75, 1.5760088960329692e-06)
(76, 1.571058467226593e-06)
(77, 1.5649424454608522e-06)
(78, 1.5602638133061239e-06)
(79, 1.555700680311722e-06)
(80, 1.5537545550614595e-06)
(81, 1.5642022553049488e-06)
(82, 1.559760875818206e-06)
(83, 1.555426517523915e-06)
(84, 1.5535763287473293e-06)
(85, 1.550591824685826e-06)
(86, 1.5511664800172628e-06)
(87, 1.5632222652777858e-06)
(88, 1.5602325385605746e-06)
(89, 1.5584322927373178e-06)
(90, 1.5566720523768002e-06)
(91, 1.5659395932823748e-06)
(92, 1.5597881587303204e-06)
(93, 1.5591466498951757e-06)
(94, 1.576602795815214e-06)
(95, 1.5726386520423387e-06)
(96, 1.5656308581431706e-06)
(97, 1.5628912975800405e-06)
(98, 1.5602100222390524e-06)
(99, 1.5555626966736533e-06)
(100, 1.554007176309824e-06)
(101, 1.5633747829954223e-06)
(102, 1.5588308337564563e-06)
(103, 1.5514636032500313e-06)
(104, 1.5451984766584176e-06)
(105, 1.5390549032461075e-06)
(106, 1.5330250497977688e-06)
(107, 1.5261744053285813e-06)
(108, 1.5213024905986256e-06)
(109, 1.5146850924426262e-06)
(110, 1.5109163624319164e-06)
(111, 2.02883588703903e-06)
(112, 6.585720776846367e-06)
(113, 6.8203616162053255e-06)
(114, 7.277199377616246e-06)
(115, 7.757396720673726e-06)
(116, 7.942246658534839e-06)
(117, 8.131628139660908e-06)
