(1, 1.800013706088066e-06)
(2, 3.90014611184597e-06)
(3, 6.300164386630058e-06)
(4, 7.6000578701496124e-06)
(5, 9.299954399466515e-06)
(6, 1.100008375942707e-05)
(7, 1.2500211596488953e-05)
(8, 1.3700220733880997e-05)
(9, 1.5200348570942879e-05)
(10, 1.6400357708334923e-05)
(11, 1.9000377506017685e-05)
(12, 2.0600389689207077e-05)
(13, 2.2500287741422653e-05)
(14, 2.4500302970409393e-05)
(15, 2.6100315153598785e-05)
(16, 2.7100322768092155e-05)
(17, 2.8500333428382874e-05)
(18, 3.030034713447094e-05)
(19, 3.190035931766033e-05)
(20, 3.330036997795105e-05)
(21, 3.600027412176132e-05)
(22, 3.7100398913025856e-05)
(23, 3.860052675008774e-05)
(24, 4.0100421756505966e-05)
(25, 4.160054959356785e-05)
(26, 4.29004430770874e-05)
(27, 4.430045373737812e-05)
(28, 4.580034874379635e-05)
(29, 4.830025136470795e-05)
(30, 4.950026050209999e-05)
(31, 5.120015703141689e-05)
(32, 5.2800169214606285e-05)
(33, 5.470006726682186e-05)
(34, 5.810009315609932e-05)
(35, 5.9900106862187386e-05)
(36, 6.150011904537678e-05)
(37, 6.280001252889633e-05)
(38, 6.450014188885689e-05)
(39, 6.59001525491476e-05)
(40, 6.720004603266716e-05)
(41, 6.84000551700592e-05)
(42, 7.060007192194462e-05)
(43, 7.190019823610783e-05)
(44, 7.350021041929722e-05)
(45, 7.500010542571545e-05)
(46, 7.630023173987865e-05)
(47, 7.800012826919556e-05)
(48, 7.930025458335876e-05)
(49, 8.050026372075081e-05)
(50, 8.190027438104153e-05)
(51, 8.320016786456108e-05)
(52, 8.450006134808064e-05)
(53, 8.580018766224384e-05)
(54, 8.690031245350838e-05)
(55, 8.840044029057026e-05)
(56, 8.970033377408981e-05)
(57, 9.100046008825302e-05)
(58, 9.230058640241623e-05)
(59, 9.360071271657944e-05)
(60, 9.460072033107281e-05)
(61, 9.570061229169369e-05)
(62, 9.690062142908573e-05)
(63, 9.810063056647778e-05)
(64, 9.990041144192219e-05)
(65, 0.00010480033233761787)
(66, 0.00010600034147500992)
(67, 0.00010730046778917313)
(68, 0.00010840059258043766)
(69, 0.00010950048454105854)
(70, 0.00011080061085522175)
(71, 0.00011240039020776749)
(72, 0.0001137005165219307)
(73, 0.00011510052718222141)
(74, 0.00011710054241120815)
(75, 0.00011820066720247269)
(76, 0.00011940044350922108)
(77, 0.00012050056830048561)
(78, 0.00012170057743787766)
(79, 0.00012290035374462605)
(80, 0.00012430036440491676)
(81, 0.00012670038267970085)
(82, 0.0001279003918170929)
(83, 0.00012910040095448494)
(84, 0.00013050041161477566)
(85, 0.0001318003050982952)
(86, 0.0001334003172814846)
(87, 0.00013600033707916737)
(88, 0.00013730046339333057)
(89, 0.0001387004740536213)
(90, 0.000140100484713912)
(91, 0.0001425005029886961)
(92, 0.00014350051060318947)
(93, 0.00014500063844025135)
(94, 0.00014820066280663013)
(95, 0.00014940067194402218)
(96, 0.00015030056238174438)
(97, 0.00015160045586526394)
(98, 0.00015290058217942715)
(99, 0.00015400070697069168)
(100, 0.0001554007176309824)
(101, 0.00015790085308253765)
(102, 0.00015900074504315853)
(103, 0.00015980075113475323)
(104, 0.00016070064157247543)
(105, 0.0001616007648408413)
(106, 0.0001625006552785635)
(107, 0.0001633006613701582)
(108, 0.00016430066898465157)
(109, 0.00016510067507624626)
(110, 0.0001662007998675108)
(111, 0.00022520078346133232)
(112, 0.000737600727006793)
(113, 0.0007707008626312017)
(114, 0.0008296007290482521)
(115, 0.0008921006228774786)
(116, 0.0009213006123900414)
(117, 0.0009514004923403263)
(118, 0.0009896005503833294)
(119, 0.0010192005429416895)
(120, 0.0010202005505561829)
(121, 0.0010212005581706762)
(122, 0.001022000564262271)
(123, 0.0010227006860077381)
(124, 0.0010235006920993328)
(125, 0.0010242005810141563)
(126, 0.0010250003542751074)
(127, 0.0010259004775434732)
(128, 0.0010270003695040941)
(129, 0.0010278003755956888)
(130, 0.001028700266033411)
(131, 0.0010295002721250057)
(132, 0.0010306003969162703)
(133, 0.001031400403007865)
(134, 0.001166200265288353)
(135, 0.00119750015437603)
(136, 0.0012300002854317427)
(137, 0.0012618002947419882)
(138, 0.0012924002949148417)
(139, 0.0013222002889961004)
(140, 0.001452900469303131)
(141, 0.0014900004025548697)
(142, 0.00152860046364367)
(143, 0.0015578006859868765)
(144, 0.001599000534042716)
(145, 0.001600100426003337)
(146, 0.0016009004320949316)
(147, 0.0016016005538403988)
(148, 0.0016022005584090948)
(149, 0.0016030005645006895)
(150, 0.001604100689291954)
(151, 0.0016051006969064474)
(152, 0.0016063007060438395)
(153, 0.0016069007106125355)
(154, 0.0016073007136583328)
(155, 0.0016084006056189537)
(156, 0.0016090006101876497)
(157, 0.0016098006162792444)
(158, 0.0016102006193250418)
(159, 0.0016110006254166365)
(160, 0.001612100750207901)
(161, 0.0016689007170498371)
(162, 0.0016998008359223604)
(163, 0.0019053008873015642)
(164, 0.001942700706422329)
(165, 0.001972000580281019)
(166, 0.0021726007107645273)
(167, 0.002219600835815072)
(168, 0.002248900942504406)
(169, 0.0022801009472459555)
(170, 0.0023084008134901524)
(171, 0.0023385006934404373)
(172, 0.0025681008119136095)
(173, 0.0025692007038742304)
(174, 0.0025702007114887238)
(175, 0.002571200719103217)
(176, 0.002572300611063838)
(177, 0.0025731006171554327)
(178, 0.0025739006232470274)
(179, 0.0025745003949850798)
(180, 0.002595300320535898)
(181, 0.0026288002263754606)
(182, 0.002648700028657913)
(183, 0.002670200075954199)
(184, 0.0026932000182569027)
(185, 0.0027281001675873995)
(186, 0.0027731002774089575)
(187, 0.002804600168019533)
(188, 0.002839800203219056)
(189, 0.002997300121933222)
(190, 0.0030353001784533262)
(191, 0.00307190022431314)
(192, 0.003111300291493535)
(193, 0.0031517003662884235)
(194, 0.0031721005216240883)
(195, 0.0031988006085157394)
(196, 0.003466300666332245)
(197, 0.003487200476229191)
(198, 0.0035074003972113132)
(199, 0.003547600470483303)
(200, 0.0035793003626167774)
(201, 0.003611200489103794)
(202, 0.0036548005882650614)
(203, 0.003702000482007861)
(204, 0.00381490052677691)
(205, 0.0038450006395578384)
(206, 0.0038807005621492863)
(207, 0.003912500571459532)
(208, 0.0041815005242824554)
(209, 0.004214100539684296)
(210, 0.004433300578966737)
(211, 0.004462800687178969)
(212, 0.004492100793868303)
(213, 0.00452370080165565)
(214, 0.004565900657325983)
(215, 0.004610000876709819)
(216, 0.004647800931707025)
(217, 0.004729201085865498)
(218, 0.004759001079946756)
(219, 0.004801201168447733)
(220, 0.0048383011016994715)
(221, 0.004869501106441021)
(222, 0.004898601211607456)
(223, 0.004930501105263829)
(224, 0.004964601248502731)
(225, 0.00500470120459795)
(226, 0.005048701306805015)
(227, 0.005079001188278198)
(228, 0.005110001191496849)
(229, 0.005161401117220521)
